pH,Latitude,Longitude,Location,Depth_m,Altitude_m,Salinity_PSU,Temperature_C,Oxygen_mg_L,Turbidity_NTU,Nitrate_mg_L,Chlorophyll_ug_L
7.93,-21.9523,15.3732,Indian Ocean,6505.2,-487.4,35.94,17.82,5.36,4.44,8.98,4.33
7.9,70.9369,-109.9201,Gulf of Mexico,10765.5,728.3,34.76,-1.26,3.95,89.57,34.24,3.56
7.93,36.7953,131.7823,Arabian Sea,2081.6,163.2,38.5,13.06,8.26,76.51,44.79,4.12
7.63,-27.2796,167.6588,South Atlantic Ocean,6693.2,730.7,36.09,23.3,1.25,54.45,26.09,1.19
8.2,-64.4206,-40.3603,Caribbean Sea,5189.9,390.9,36.91,31.49,2.46,94.93,26.32,5.57
7.7,61.482,33.7146,Indian Ocean,9173.2,274.8,34.82,29.97,3.64,22.07,11.52,5.46
7.94,70.4869,-52.5096,Indian Ocean,651.8,198.7,36.71,20.02,8.84,4.41,45.97,7.89
8.47,-57.1084,-105.6297,Red Sea,4813.7,2705.3,35.2,26.64,7.27,78.37,42.34,0.02
8.43,23.1262,143.3325,Baltic Sea,3299.8,-384.3,38.97,21.42,4.72,12.31,23.35,0.32
8.27,11.3182,-28.2242,North Atlantic Ocean,2685.6,2245.8,32.45,23.18,9.24,83.28,5.54,7.48
8.39,77.1013,-170.1063,North Pacific Ocean,8143.0,-77.6,35.62,16.96,5.18,91.79,47.64,3.62
8.19,26.5785,-63.7256,Bering Sea,2238.9,-334.4,30.9,8.52,2.24,24.86,26.44,0.88
8.32,-41.2758,-37.3404,Southern Ocean,3994.5,706.7,31.91,29.56,7.32,86.32,12.46,7.23
7.75,38.8214,-118.8507,Norwegian Sea,9813.4,1772.2,33.91,17.14,9.26,53.35,26.21,8.76
7.95,5.0395,84.6643,North Pacific Ocean,8467.2,2963.0,35.43,7.72,1.84,34.74,16.33,4.97
7.79,-27.4874,-116.2835,Bay of Bengal,7451.0,417.3,35.66,19.42,3.82,27.97,38.3,3.84
7.54,19.3806,132.125,Southern Ocean,4038.1,407.9,30.3,26.84,7.34,78.51,26.35,1.49
7.74,83.2142,38.6202,Bay of Bengal,7269.0,22.6,36.92,9.48,2.79,66.26,44.57,1.47
7.76,57.1378,105.1879,Caribbean Sea,1758.3,2364.2,38.26,19.88,3.99,84.34,34.5,6.63
8.18,43.6362,65.257,Bay of Bengal,6837.1,2285.0,31.57,23.84,6.97,61.34,30.57,3.36
7.84,-76.257,94.6182,South Pacific Ocean,2401.1,1131.7,36.22,19.67,1.28,35.69,38.83,9.19
7.72,-68.2477,-29.8225,Caribbean Sea,1822.4,701.1,39.23,33.22,8.56,36.09,9.28,0.57
7.51,20.2152,33.5731,Coral Sea,8099.7,273.9,35.99,19.85,1.02,91.22,22.26,0.57
7.9,-84.292,-42.6513,Gulf of Mexico,8983.3,1106.5,31.43,19.69,3.96,66.74,34.46,9.79
8.27,25.6638,79.1821,North Pacific Ocean,9295.3,2332.0,31.0,23.74,3.25,84.25,21.43,9.54
8.13,-35.6525,-68.201,Bay of Bengal,771.0,1932.2,32.02,4.17,8.04,76.18,8.03,1.78
8.4,-61.0291,-59.4702,Indian Ocean,1434.3,1230.8,33.03,11.4,1.27,20.35,10.78,8.62
8.07,-81.6882,118.0006,Bering Sea,9908.9,1377.0,33.5,22.69,8.82,45.45,20.34,8.82
7.55,-51.9247,-115.1468,Indian Ocean,4283.4,1497.7,35.14,8.58,5.01,8.39,42.2,9.24
7.94,35.2633,-36.3563,North Pacific Ocean,7994.5,2167.4,36.57,18.03,7.49,83.65,15.58,1.54
7.92,-9.0898,26.3718,North Pacific Ocean,3709.8,-94.5,31.65,19.33,3.16,55.94,1.28,0.49
8.35,-84.1016,-131.9387,South Pacific Ocean,2302.2,1316.9,35.5,22.55,7.4,91.3,23.09,0.87
8.16,-77.5644,40.6013,North Pacific Ocean,10429.0,266.3,36.44,15.67,2.38,16.82,22.49,9.11
7.77,15.0581,-45.43,Gulf of Mexico,2371.0,2673.6,33.97,8.61,7.04,92.34,39.03,7.96
8.2,60.702,-102.88,North Pacific Ocean,6836.9,2710.2,34.79,33.76,7.13,88.72,13.63,3.78
8.33,17.2948,-159.4529,Baltic Sea,3697.5,182.2,37.46,22.64,9.59,16.1,10.52,8.62
7.56,-20.679,22.7848,Southern Ocean,10197.9,2552.6,38.17,4.62,7.36,76.27,40.84,9.12
8.22,-11.4376,169.6917,Baltic Sea,8967.4,2071.4,34.14,12.19,8.58,47.06,48.93,5.15
8.3,-18.009,98.3582,South Atlantic Ocean,2863.4,1268.9,32.7,15.33,1.6,26.4,28.36,2.12
7.86,71.433,-37.3793,Gulf of Mexico,4517.1,2079.0,35.26,22.33,6.38,92.14,40.3,9.59
8.45,-62.5129,-111.7394,Baltic Sea,5941.4,-237.2,34.96,25.43,4.25,79.57,3.04,1.38
8.33,-21.3072,90.257,Caribbean Sea,442.7,2769.4,35.95,34.17,3.66,16.4,22.68,7.51
7.76,-34.5109,130.9373,South Pacific Ocean,3410.9,1614.4,33.59,7.4,2.46,95.11,22.44,7.08
7.89,16.0549,-55.7461,Norwegian Sea,7250.7,-434.6,38.16,22.0,3.1,52.8,1.56,0.27
8.41,34.5767,-157.6153,North Atlantic Ocean,729.8,840.2,35.68,6.13,6.43,54.8,33.49,6.33
8.33,3.1306,42.9239,Southern Ocean,3350.5,939.0,35.6,8.13,7.65,66.97,19.32,7.81
8.31,88.4628,-146.9897,Southern Ocean,7225.9,2564.8,32.48,0.19,5.63,42.05,26.92,1.95
8.47,-44.2428,-117.5155,Coral Sea,2576.6,2044.5,34.96,30.41,4.44,36.96,7.37,6.5
7.57,-86.6675,-178.4165,Arabian Sea,2506.4,-202.3,39.07,33.42,8.45,75.95,31.18,1.02
7.56,40.2248,-86.0779,Southern Ocean,2214.4,-418.0,35.54,24.9,6.2,49.07,8.07,7.11
7.94,-45.9361,94.2457,Baltic Sea,8819.9,-372.6,31.13,15.43,8.27,57.82,28.77,9.81
8.41,84.7171,115.4627,North Atlantic Ocean,8457.0,-385.0,35.21,23.5,4.4,35.68,35.03,7.53
8.03,54.6505,161.3316,Norwegian Sea,7963.3,641.7,31.87,31.39,6.72,59.24,36.41,2.05
8.43,22.7004,116.2021,Caribbean Sea,9042.2,393.6,39.14,31.01,9.65,66.0,15.67,6.02
7.66,36.7849,-103.9375,Baltic Sea,1434.5,2302.3,35.3,3.84,1.58,24.93,22.6,5.49
8.24,53.9436,8.4577,North Pacific Ocean,7441.4,1903.3,37.34,25.65,7.05,92.2,28.4,1.18
7.82,33.1947,31.2654,Arabian Sea,5371.3,51.3,30.61,2.11,7.56,51.08,42.9,5.99
8.18,-33.4645,-134.0982,Coral Sea,3403.1,1521.8,34.06,30.81,1.49,37.07,46.86,5.52
7.93,1.1409,-23.2409,North Pacific Ocean,4167.1,2794.4,35.97,25.68,7.24,69.69,45.69,1.15
7.8,-33.439,-70.0818,Bay of Bengal,5582.4,1574.0,31.12,16.95,6.13,93.95,43.49,3.05
8.36,36.4867,91.0228,South Pacific Ocean,4506.0,1091.9,30.59,19.99,3.57,54.48,1.76,8.29
7.89,-88.4998,-151.3135,South Pacific Ocean,1652.1,2321.4,39.17,22.57,4.0,33.12,26.21,7.83
7.73,-20.5915,-80.698,Bay of Bengal,6307.5,2421.0,31.14,0.54,6.69,66.36,32.67,0.42
7.65,-61.4591,-142.6742,Caribbean Sea,512.9,832.8,35.22,22.57,5.58,92.16,29.33,4.6
7.68,80.8895,-13.3057,Red Sea,2586.7,122.6,39.45,-0.58,9.24,18.05,39.08,9.54
8.02,39.4663,-112.0036,South Atlantic Ocean,8454.6,2383.9,30.13,12.59,9.74,53.44,45.97,7.47
7.55,0.6199,-142.212,Indian Ocean,3228.8,2215.7,38.54,6.4,6.38,22.16,0.19,1.24
7.58,-46.4127,57.0349,Southern Ocean,10321.5,1893.9,32.08,2.64,5.5,53.31,22.87,8.82
7.95,-86.5386,124.242,Baltic Sea,9212.5,1085.6,39.32,0.03,7.3,77.64,19.32,0.91
8.2,46.0298,-107.4593,Gulf of Mexico,4220.2,97.0,34.97,-0.87,1.06,80.34,0.84,4.52
8.19,-0.6638,-136.0224,Arabian Sea,9894.0,2219.3,31.46,4.77,7.9,3.6,3.94,7.86
8.4,-73.8855,57.7248,Indian Ocean,1874.9,238.7,35.14,11.2,1.1,30.1,19.15,4.07
8.01,13.5103,-164.4215,Bering Sea,2183.1,392.5,36.29,7.11,6.69,20.46,21.03,4.77
7.72,-82.7976,-94.199,Baltic Sea,9216.4,71.1,36.14,8.97,3.03,28.92,44.05,7.12
8.3,-12.025,-70.2124,Indian Ocean,9060.3,2588.9,37.38,15.1,9.18,46.27,6.16,1.73
7.65,-10.8351,151.0502,Caribbean Sea,8220.1,1206.2,39.9,8.04,3.8,7.02,38.97,7.71
8.17,65.458,-53.612,Norwegian Sea,8684.8,-77.2,33.32,20.66,2.95,49.12,45.14,5.19
8.2,87.7238,11.7153,South Atlantic Ocean,6183.0,2173.1,36.22,5.64,9.36,73.34,30.61,3.59
7.69,-64.0779,98.2799,Red Sea,845.4,1431.4,30.64,6.37,3.49,49.69,7.78,0.88
7.55,36.3723,124.2749,Gulf of Mexico,9835.9,2158.5,35.23,7.4,5.19,65.09,32.65,4.86
7.69,66.9035,-145.5981,North Atlantic Ocean,1444.4,1823.9,39.75,32.65,6.45,77.7,14.76,9.89
8.29,-12.5839,91.5018,Baltic Sea,1886.5,2181.9,34.5,22.74,7.8,93.15,28.87,3.95
8.33,-31.2128,91.3419,Gulf of Mexico,8719.9,-36.9,37.66,9.94,7.09,84.24,28.74,5.68
7.76,-86.3986,136.1871,South Pacific Ocean,563.2,-6.2,33.88,25.11,1.21,84.93,4.26,5.53
8.02,11.4221,95.6212,South Atlantic Ocean,5400.5,1257.4,39.55,28.84,9.9,31.13,33.94,6.17
7.56,-57.5171,-133.4385,Bering Sea,2939.0,2256.7,33.86,32.24,7.97,35.7,0.46,0.01
7.69,-76.6227,-71.7284,Southern Ocean,3737.4,1827.1,38.13,0.88,6.59,28.68,5.89,2.31
8.07,-89.2659,-27.583,Bay of Bengal,4272.0,2275.3,37.85,29.07,5.6,85.46,10.13,7.1
7.73,82.976,-139.2321,Southern Ocean,1913.5,769.7,31.51,29.16,9.96,38.57,45.32,6.11
7.55,64.4447,-136.5371,Norwegian Sea,8855.2,-380.8,38.47,28.32,4.37,0.85,9.42,1.67
8.39,83.2081,103.883,Baltic Sea,3141.4,-100.5,37.06,16.72,7.5,9.21,7.75,2.38
7.73,79.5124,-118.6898,Arabian Sea,4496.8,517.7,31.7,31.29,9.09,12.64,29.13,5.29
8.28,22.5507,145.8314,Baltic Sea,828.4,2720.1,32.47,22.29,1.94,5.84,34.32,6.18
7.92,19.1081,-103.4846,Caribbean Sea,1072.6,2069.0,33.34,12.52,6.95,58.69,32.98,2.23
8.21,62.48,-3.2997,Caribbean Sea,6557.8,1607.8,30.11,11.57,8.09,7.98,18.52,0.75
7.86,80.3813,-103.8004,North Atlantic Ocean,4660.0,2653.6,35.92,26.28,4.78,65.26,45.01,8.54
8.1,16.0875,158.8117,Caribbean Sea,5381.1,-486.6,36.78,29.47,7.36,24.98,6.36,1.55
8.16,-68.4187,15.1768,North Atlantic Ocean,6589.5,1319.7,33.66,6.3,2.16,77.66,47.39,1.33
7.62,-66.3113,21.4563,Southern Ocean,9387.8,1958.3,33.27,28.83,2.35,61.69,40.99,6.75
8.38,28.786,133.6214,Indian Ocean,2598.7,-404.4,37.37,22.56,7.43,89.99,34.56,2.91
7.85,-75.4605,-126.1107,Bering Sea,476.0,2037.3,33.2,23.48,1.83,46.41,3.95,0.99
8.29,20.1033,-148.7504,Red Sea,5464.2,1805.7,30.93,-1.39,3.06,39.15,45.95,9.36
8.05,83.501,170.8509,Arabian Sea,6265.9,1635.1,35.45,24.28,3.2,32.83,1.22,1.79
7.68,-89.4054,150.6701,North Atlantic Ocean,481.9,2861.8,37.91,2.98,6.12,18.18,25.43,6.65
7.86,-56.5656,-89.0189,Caribbean Sea,1449.2,136.4,35.96,13.59,7.58,33.35,42.85,4.67
7.59,80.0184,33.1827,Bay of Bengal,9641.0,2902.1,37.03,29.66,7.49,0.84,10.06,0.8
7.77,-2.0067,69.6475,Red Sea,146.2,2714.9,37.79,15.83,9.57,91.18,9.27,2.22
7.71,-38.3706,153.6141,South Pacific Ocean,8763.2,2303.3,39.33,28.46,2.97,97.36,13.65,5.34
7.77,-45.2131,-104.3246,Southern Ocean,7698.3,2717.8,38.13,31.68,6.6,90.21,11.16,2.2
8.3,65.5044,103.7386,Baltic Sea,10498.9,2874.8,34.43,34.58,2.63,6.98,17.09,4.16
7.58,-12.6783,-115.7116,Bering Sea,2507.1,1434.4,32.87,32.62,9.13,14.19,1.67,3.25
8.13,24.4208,21.3956,Arabian Sea,2395.1,970.8,30.1,31.16,9.78,82.73,24.67,8.21
7.85,-34.2121,-107.8365,Indian Ocean,5879.3,583.3,33.81,14.96,1.74,49.8,47.08,8.92
7.98,8.1021,-72.8145,Indian Ocean,5327.6,288.5,32.08,28.15,8.66,5.93,17.44,4.52
7.71,53.284,11.4328,Indian Ocean,7235.6,1266.9,36.55,19.64,5.2,32.49,1.01,7.1
8.45,-29.0581,-64.9771,Red Sea,7550.5,2232.3,33.9,17.1,7.44,36.46,43.02,2.25
8.16,-18.3886,178.9759,North Atlantic Ocean,612.3,818.1,38.03,7.72,7.65,64.18,12.02,4.74
7.7,-10.206,52.0617,Bay of Bengal,6536.6,2380.6,39.96,-1.02,5.03,6.39,42.98,1.66
7.99,17.8065,121.088,Red Sea,7529.1,1241.8,37.89,34.13,6.13,90.29,26.72,3.61
7.66,-35.2355,-109.1594,Arabian Sea,4466.3,353.8,37.7,12.31,2.35,8.87,19.39,0.78
8.41,-9.7708,-133.1206,Baltic Sea,9819.2,1650.3,34.62,21.0,9.82,38.02,26.82,4.93
7.97,8.6157,-79.1126,Bay of Bengal,5044.6,2769.4,33.9,16.91,9.6,3.81,45.59,3.12
7.57,-26.1708,113.2082,South Atlantic Ocean,8520.4,80.3,30.98,25.58,9.89,59.57,26.83,0.93
7.65,-88.7327,-108.567,Coral Sea,1068.7,1278.5,36.08,6.81,6.68,89.81,47.63,8.06
8.0,-41.4199,-91.5795,South Atlantic Ocean,10365.2,-254.0,33.19,6.55,9.02,87.59,18.19,7.61
7.7,56.8693,87.5188,Gulf of Mexico,5331.6,2186.7,34.89,15.65,4.23,45.63,31.7,7.32
8.21,-38.9769,108.3266,South Pacific Ocean,2073.5,2567.3,35.22,-1.17,2.21,21.49,9.53,9.52
7.93,58.0217,17.0867,Southern Ocean,1178.9,144.6,35.37,23.75,2.14,20.51,17.94,8.13
8.06,-16.3794,-128.0995,North Atlantic Ocean,5466.6,-7.8,33.86,28.46,7.17,13.78,35.28,6.53
8.12,65.929,120.505,South Pacific Ocean,2106.9,-384.3,33.85,26.34,9.93,55.39,49.59,2.24
8.45,-22.4251,29.5588,Bay of Bengal,2615.3,2058.6,30.97,33.33,3.48,20.33,14.48,0.78
8.43,-37.3698,155.588,Southern Ocean,549.7,-352.8,33.74,12.98,6.25,46.66,5.64,0.12
7.88,-47.231,-105.6552,Arabian Sea,10170.1,2899.2,37.87,3.57,8.27,97.25,31.8,0.86
8.4,-35.5182,-127.3829,Coral Sea,4355.3,352.4,33.26,31.95,3.24,13.34,16.12,0.05
8.49,-54.3023,-98.7394,North Atlantic Ocean,8845.7,1584.4,34.5,11.55,6.07,33.47,49.55,0.87
8.38,45.0978,-111.5389,Baltic Sea,8788.2,1811.7,34.54,30.05,1.92,77.49,12.46,5.7
7.55,86.7302,109.9954,Red Sea,8304.8,49.9,37.64,18.94,7.33,39.53,26.5,0.65
7.83,-18.4999,-145.7171,Coral Sea,8907.3,45.2,33.68,23.34,5.84,56.5,8.05,3.23
7.61,-30.0187,112.2257,South Pacific Ocean,258.5,-445.9,31.7,26.53,1.7,3.36,2.6,8.82
8.18,24.7636,52.4825,Baltic Sea,7845.6,2133.3,30.35,15.35,7.9,10.23,41.2,9.52
7.85,-12.5181,150.0971,Bering Sea,8743.1,-47.9,37.63,13.32,6.12,54.47,13.49,7.13
7.69,-81.3455,-12.116,South Pacific Ocean,4230.9,558.3,34.53,24.12,8.1,6.44,23.25,7.87
7.71,-28.016,-82.8254,Indian Ocean,5667.1,1298.9,34.45,5.01,6.06,86.66,1.39,6.04
7.88,54.029,144.781,Norwegian Sea,9011.3,2170.6,33.23,25.81,6.4,84.48,47.91,9.36
8.1,-77.6392,-177.4073,North Atlantic Ocean,10168.8,452.0,30.53,21.74,2.56,0.2,2.92,5.71
8.18,-43.4373,150.4978,Southern Ocean,4613.3,2126.2,37.41,18.99,3.13,6.46,29.55,7.07
7.52,85.4718,44.9113,Indian Ocean,3646.7,805.1,37.76,29.8,8.69,78.38,41.97,4.71
8.48,-39.0422,-121.8158,South Pacific Ocean,2128.9,1822.0,39.42,28.73,6.67,69.84,8.64,2.06
7.54,63.273,-74.4883,Southern Ocean,2502.1,939.0,34.28,10.91,3.26,8.62,45.78,7.15
8.48,71.8454,32.4316,North Pacific Ocean,3495.0,2593.7,31.51,10.26,6.81,20.72,11.14,2.36
7.77,32.7291,-145.0517,Coral Sea,304.3,645.2,34.05,8.47,8.6,27.02,32.36,1.21
8.39,-4.6099,-159.3323,Coral Sea,9137.6,2012.5,33.86,18.64,1.45,56.76,39.03,8.5
8.38,81.9945,6.7948,South Pacific Ocean,9543.6,1592.6,35.44,8.63,4.84,31.34,2.86,4.68
7.98,83.4305,-167.9366,South Pacific Ocean,1168.5,2352.8,31.82,12.43,8.49,21.87,4.49,2.56
8.25,24.5172,97.5578,North Atlantic Ocean,9072.8,2621.7,33.59,10.75,6.01,30.04,12.78,6.12
8.16,44.1931,70.8702,Bay of Bengal,6808.3,2715.9,39.32,5.78,4.06,97.23,1.7,9.1
8.32,68.5199,153.9075,Red Sea,3203.6,1725.9,38.43,31.08,9.76,38.09,14.25,2.68
8.06,-70.7112,117.2454,Indian Ocean,1936.2,588.0,31.19,13.76,3.54,71.81,32.12,9.02
7.84,11.7339,-157.124,Coral Sea,9367.2,-259.7,30.44,15.95,5.9,42.6,48.57,3.42
7.92,65.4404,-107.2946,South Pacific Ocean,9392.2,268.3,35.76,22.32,9.73,8.95,48.45,2.6
7.64,74.3653,-107.8052,Bay of Bengal,5544.4,79.7,38.63,23.44,5.02,11.98,19.06,0.7
7.79,89.9352,-20.802,South Atlantic Ocean,10472.0,201.2,35.48,2.79,8.78,44.74,18.6,8.52
8.47,41.9189,16.7814,North Atlantic Ocean,6400.1,2773.7,33.29,3.8,4.44,82.18,35.06,2.21
7.93,-52.3506,-13.393,North Atlantic Ocean,5202.5,1235.6,39.87,32.51,2.42,26.62,3.07,2.61
8.21,24.1778,-98.242,Baltic Sea,2035.5,1011.6,30.0,17.9,3.61,53.97,24.43,7.82
7.81,88.1137,149.4331,Southern Ocean,1749.6,294.6,30.82,14.75,3.41,64.96,23.88,8.82
8.22,15.7661,-166.697,Caribbean Sea,2461.4,1247.0,30.45,24.42,9.49,93.38,26.31,9.34
7.98,-20.5831,-169.1386,Bay of Bengal,9990.5,2957.1,30.93,19.47,6.57,46.44,15.8,6.54
8.29,-41.1583,93.2562,Norwegian Sea,2582.8,233.6,35.23,10.43,5.65,33.42,15.56,8.91
7.9,-27.169,-77.4433,Indian Ocean,9979.8,499.5,32.86,17.19,2.06,60.23,3.34,4.15
8.46,42.4851,87.7302,Bay of Bengal,8322.1,2173.5,39.58,5.88,3.25,29.68,5.96,8.63
7.68,-52.1241,-72.2983,Indian Ocean,5672.4,2750.6,37.84,22.51,3.15,37.84,33.37,8.9
8.01,25.3558,23.7393,Red Sea,4255.8,1339.2,32.04,16.39,4.28,40.22,30.08,6.04
7.66,22.844,131.573,Gulf of Mexico,2254.7,2205.7,33.53,23.3,5.21,42.24,36.26,4.23
7.76,-42.4662,-112.4805,Baltic Sea,7089.9,-443.6,38.7,21.7,2.28,13.57,46.18,0.8
8.02,0.7689,78.2104,Gulf of Mexico,10707.9,1742.5,31.72,16.34,6.36,10.63,2.75,8.99
7.68,65.9609,112.1096,Bering Sea,9753.1,-350.6,37.02,27.07,3.76,41.23,13.68,8.54
7.61,53.1527,170.5744,South Atlantic Ocean,3211.6,2964.8,35.63,25.76,6.24,7.89,40.61,4.04
8.35,15.507,-111.3009,North Pacific Ocean,10831.7,1431.3,35.51,12.39,6.38,45.43,45.61,3.86
7.87,30.1031,0.4032,Southern Ocean,8782.9,63.9,36.28,19.29,1.32,94.52,15.85,3.58
8.21,-83.6929,-74.1775,Coral Sea,7426.4,2517.7,33.71,26.17,3.81,58.3,35.75,1.42
7.98,-73.9325,-23.1641,Norwegian Sea,1146.5,2007.8,36.28,28.87,2.98,1.07,15.92,8.08
8.25,-22.5383,-156.0536,Indian Ocean,8676.3,677.8,37.54,16.12,1.7,49.0,28.76,4.08
7.76,-20.9385,141.7818,South Atlantic Ocean,1186.3,-346.2,35.24,28.27,9.17,10.99,13.86,3.44
7.6,-36.3825,-64.5118,Red Sea,5482.7,1766.3,34.46,6.37,3.41,46.68,35.5,7.51
8.02,27.1072,176.0153,Bay of Bengal,8582.5,1725.5,30.81,-1.73,7.49,97.44,35.89,9.4
8.13,19.2565,-21.4431,Bay of Bengal,1387.0,593.5,30.2,0.49,9.9,94.76,18.76,4.08
8.45,33.2181,-52.5284,South Pacific Ocean,9872.4,1755.7,33.07,30.86,4.79,42.38,30.08,6.82
8.27,-48.418,1.4489,Gulf of Mexico,10066.2,93.1,30.3,6.33,5.37,92.3,16.56,0.92
8.37,-89.5125,-129.6386,Bay of Bengal,6899.9,2733.7,39.58,13.67,2.51,6.37,12.82,8.83
8.23,84.0997,124.6839,Bering Sea,7944.4,779.6,30.17,17.17,7.8,15.41,49.02,9.43
8.49,49.0635,110.8539,North Pacific Ocean,4671.5,39.5,39.51,-1.87,9.4,19.18,43.49,1.29
8.24,-7.7404,116.4026,North Atlantic Ocean,3923.4,2526.9,36.68,33.35,9.35,5.36,20.15,6.08
8.15,-82.1235,-30.6679,South Atlantic Ocean,8561.3,853.2,31.07,9.0,5.24,61.47,6.39,4.79
7.82,-54.1568,-50.8546,Caribbean Sea,1765.2,1876.2,32.54,24.3,6.42,58.07,39.36,6.48
7.75,-80.4673,165.1735,Bay of Bengal,6218.3,1662.0,39.78,21.61,8.38,58.2,2.99,1.49
7.78,-4.104,24.4086,Red Sea,5514.1,92.2,30.04,29.02,7.33,26.23,42.5,7.24
7.53,-50.9101,139.9861,South Pacific Ocean,8195.2,952.6,30.23,34.6,4.0,65.47,15.65,3.54
7.73,6.9414,-86.5399,Bay of Bengal,9336.1,2400.1,38.85,13.44,9.22,4.82,20.11,6.2
7.79,-78.835,16.0568,North Atlantic Ocean,7092.3,175.5,34.95,27.39,7.51,22.88,14.79,5.62
7.59,37.9495,62.7857,Gulf of Mexico,10262.1,1237.7,30.69,14.71,8.38,94.89,12.76,8.89
7.51,-71.8747,-144.6397,Baltic Sea,4774.0,1335.8,38.11,26.82,2.74,1.47,34.03,4.76
8.0,-34.2989,138.1696,Baltic Sea,9272.3,2592.6,34.1,-0.71,5.52,12.51,11.58,9.52
7.68,26.1348,-20.9981,Bering Sea,2069.9,1627.8,34.39,3.86,8.03,97.04,29.47,0.27
7.73,-70.6341,106.8352,Baltic Sea,44.2,2533.5,38.52,7.61,6.5,80.73,43.47,3.56
8.48,86.1373,107.5983,South Pacific Ocean,6933.9,2574.2,30.27,11.99,7.38,71.46,36.34,5.11
7.65,-55.579,65.2971,Red Sea,1957.4,1033.8,38.83,18.39,7.28,95.6,45.45,0.35
7.55,-83.5002,-43.2384,Bering Sea,10752.7,-184.5,37.74,34.02,1.05,17.72,45.39,6.88
8.33,30.3399,22.1381,Coral Sea,700.2,2617.2,31.97,11.09,6.33,46.28,3.63,2.42
7.77,-21.323,110.225,South Pacific Ocean,6150.2,130.3,33.98,6.84,7.67,17.48,20.68,0.1
8.0,84.1225,-143.0625,Arabian Sea,9565.2,1398.6,35.82,12.38,3.73,74.14,46.08,3.78
8.33,-74.2865,114.3207,North Pacific Ocean,6499.9,-55.3,32.31,24.43,5.56,85.0,34.55,4.44
8.01,-26.093,-76.7209,Indian Ocean,5369.1,2863.8,32.63,4.84,4.53,86.2,44.12,9.68
8.39,16.8017,-43.9097,Bering Sea,5510.8,-456.7,35.17,29.99,5.56,42.89,40.03,1.32
8.16,7.9731,-77.9699,Norwegian Sea,1709.2,651.6,35.95,31.94,9.42,79.07,42.91,2.65
8.12,-2.1443,173.6068,North Pacific Ocean,4770.1,2938.1,33.63,12.05,5.31,95.65,3.58,9.68
8.26,-20.9029,76.6999,Gulf of Mexico,10293.6,121.1,39.57,11.74,3.92,61.88,29.03,7.6
7.72,60.2476,179.2951,Coral Sea,386.8,2009.7,31.61,21.18,7.86,85.28,48.07,3.32
7.67,-65.1459,-145.3877,Caribbean Sea,7162.6,1720.4,33.37,3.06,7.4,77.58,18.88,4.91
8.34,0.259,168.6347,Baltic Sea,7138.1,-458.0,37.7,19.06,4.65,31.86,26.22,8.85
8.4,13.0405,-98.4602,Gulf of Mexico,10183.0,2594.2,36.22,3.7,8.13,91.32,3.19,8.07
7.66,69.2557,-173.2883,Bay of Bengal,1257.4,-419.9,31.12,21.76,1.04,84.4,42.62,3.91
8.03,-39.1561,-102.1789,Southern Ocean,7689.0,1982.2,32.83,29.9,9.4,24.06,20.91,0.83
7.67,-40.7197,-113.7377,Gulf of Mexico,9254.2,1077.9,34.93,-1.98,7.04,7.49,10.85,1.46
7.53,55.7781,89.0497,South Atlantic Ocean,1216.5,-271.2,34.52,10.97,6.81,50.94,8.41,5.13
8.0,-40.1643,61.8161,Caribbean Sea,3015.1,1149.2,33.9,23.37,7.8,20.16,49.16,7.39
8.1,-80.3017,-51.9362,Red Sea,6223.5,1862.3,30.1,13.8,3.14,49.23,15.13,4.43
7.97,4.0181,-113.3196,Bay of Bengal,80.0,-300.6,32.5,15.33,2.5,87.6,33.79,6.47
8.28,46.627,-50.5842,Gulf of Mexico,1118.8,2681.4,31.97,20.93,8.75,7.13,36.63,6.61
7.73,-62.3741,167.6454,Baltic Sea,531.0,651.4,30.37,17.36,9.29,14.39,14.83,5.76
8.42,47.1651,-71.3958,South Atlantic Ocean,29.2,188.7,33.89,11.15,6.25,17.17,6.83,5.15
8.06,-26.187,67.4482,Bay of Bengal,6368.7,2449.7,30.76,13.64,5.28,83.82,44.99,2.34
8.03,80.7302,-59.272,South Atlantic Ocean,5700.4,947.6,30.92,17.59,8.3,8.7,34.29,1.47
7.95,-74.3363,110.0952,South Pacific Ocean,5213.3,2507.7,39.39,30.64,7.13,31.08,1.71,9.06
7.72,-33.2467,27.3243,North Pacific Ocean,10683.3,557.0,36.19,34.87,4.23,3.87,25.77,4.11
7.78,-52.1747,59.7781,Bering Sea,6066.2,1546.2,35.01,5.06,1.41,77.23,24.31,7.94
8.05,71.4395,-166.3539,South Pacific Ocean,10460.2,2917.1,32.45,20.81,4.63,64.08,4.47,2.97
8.24,-39.738,84.8649,Coral Sea,6600.6,759.8,32.58,9.23,7.3,18.41,39.51,5.91
7.64,-42.1861,-83.1754,Southern Ocean,7001.6,1253.7,33.28,21.54,8.42,23.04,20.13,1.53
8.02,36.8448,51.7695,Caribbean Sea,1218.9,2327.3,30.75,26.43,1.48,11.84,7.91,4.85
7.53,80.8365,-29.1122,Gulf of Mexico,4629.8,1716.9,36.84,30.61,6.33,51.31,5.09,3.6
7.68,16.2416,-64.5984,Southern Ocean,9277.5,2257.6,32.86,14.89,1.58,9.84,31.26,2.86
8.3,79.5439,-53.7671,Southern Ocean,9315.7,747.0,39.29,16.42,1.05,16.75,20.08,1.37
